No.,Time,Source,Destination,Protocol,Length,Info,Source Port,Destination Port
3948,7.699565,192.168.178.1,192.168.178.54,TCP,66,"53  >  49826 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49826
3949,7.699565,2.19.176.43,192.168.178.54,TCP,54,443  >  49824 [ACK] Seq=1 Ack=266 Win=64128 Len=0,443,49824
3950,7.69961,192.168.178.54,172.253.116.94,TCP,54,49823  >  443 [ACK] Seq=259 Ack=4296 Win=131072 Len=0,49823,443
3951,7.69984,192.168.178.54,192.168.178.1,TCP,54,49825  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49825,53
3952,7.699885,192.168.178.54,192.168.178.1,TCP,54,49826  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49826,53
3953,7.700408,192.168.178.54,192.168.178.1,TCP,56,"49825  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49825,53
3954,7.700437,192.168.178.54,192.168.178.1,DNS,100,Standard query 0x3dd4 A region1.google-analytics.com,49825,53
3955,7.701242,192.168.178.54,104.18.130.236,TLSv1.3,214,Application Data,49801,443
3956,7.701309,192.168.178.54,104.18.130.236,TLSv1.3,167,Application Data,49801,443
3957,7.701501,192.168.178.54,104.18.130.236,TLSv1.3,171,Application Data,49768,443
3958,7.702245,192.168.178.54,192.168.178.1,TCP,56,"49826  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49826,53
3959,7.702269,192.168.178.54,192.168.178.1,DNS,100,Standard query 0x8968 HTTPS region1.google-analytics.com,49826,53
3960,7.702362,192.168.178.54,209.85.202.104,TLSv1.3,118,"Change Cipher Spec, Application Data",49822,443
3961,7.702401,192.168.178.54,209.85.202.104,TLSv1.3,190,"Application Data, Application Data, Application Data",49822,443
3962,7.703542,192.168.178.54,34.149.211.227,TLSv1.2,457,Application Data,65451,443
3963,7.703607,192.168.178.54,34.149.211.227,TCP,1466,65451  >  443 [ACK] Seq=966 Ack=365 Win=512 Len=1412 [TCP segment of a reassembled PDU],65451,443
3964,7.703607,192.168.178.54,34.149.211.227,TLSv1.2,1219,Application Data,65451,443
3965,7.703613,2.19.176.43,192.168.178.54,TLSv1.3,1506,"Server Hello, Change Cipher Spec, Application Data",443,49824
3966,7.703872,192.168.178.54,209.85.202.104,TLSv1.3,1466,Application Data,49822,443
3967,7.703872,192.168.178.54,209.85.202.104,TLSv1.3,397,Application Data,49822,443
3968,7.705124,192.168.178.54,172.253.116.94,TLSv1.3,118,"Change Cipher Spec, Application Data",49823,443
3969,7.705415,192.168.178.54,172.253.116.94,TLSv1.3,190,"Application Data, Application Data, Application Data",49823,443
3970,7.706906,192.168.178.54,172.253.116.94,TLSv1.3,1375,"Application Data, Application Data",49823,443
3971,7.708141,2.19.176.43,192.168.178.54,TCP,1506,"443  >  49824 [PSH, ACK] Seq=1453 Ack=266 Win=64128 Len=1452 [TCP segment of a reassembled PDU]",443,49824
3972,7.708141,2.19.176.43,192.168.178.54,TLSv1.3,678,"Application Data, Application Data, Application Data",443,49824
3973,7.708141,192.168.178.1,192.168.178.54,TCP,54,53  >  49825 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49825
3974,7.708141,192.168.178.1,192.168.178.54,TCP,54,53  >  49825 [ACK] Seq=1 Ack=49 Win=29216 Len=0,53,49825
3975,7.708141,192.168.178.1,192.168.178.54,TCP,54,53  >  49826 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49826
3976,7.708141,192.168.178.1,192.168.178.54,TCP,54,53  >  49826 [ACK] Seq=1 Ack=49 Win=29216 Len=0,53,49826
3977,7.708141,209.85.202.104,192.168.178.54,TLSv1.3,668,"Application Data, Application Data",443,49822
3978,7.708251,192.168.178.54,2.19.176.43,TCP,54,49824  >  443 [ACK] Seq=266 Ack=3529 Win=132096 Len=0,49824,443
3979,7.708467,209.85.202.104,192.168.178.54,TLSv1.3,85,Application Data,443,49822
3980,7.708467,34.149.211.227,192.168.178.54,TCP,54,443  >  65451 [ACK] Seq=365 Ack=2378 Win=463 Len=0,443,65451
3981,7.708524,192.168.178.54,209.85.202.104,TCP,54,49822  >  443 [ACK] Seq=2215 Ack=4935 Win=130560 Len=0,49822,443
3982,7.708558,192.168.178.54,209.85.202.104,TLSv1.3,85,Application Data,49822,443
3983,7.710375,192.168.178.54,209.85.202.102,TLSv1.3,565,Application Data,49807,443
3984,7.710494,192.168.178.1,192.168.178.54,DNS,134,Standard query response 0x3dd4 A region1.google-analytics.com A 216.239.32.36 A 216.239.34.36,53,49825
3985,7.710494,209.85.202.104,192.168.178.54,TCP,54,443  >  49822 [ACK] Seq=4935 Ack=2215 Win=73472 Len=0,443,49822
3986,7.710494,104.18.130.236,192.168.178.54,TCP,54,443  >  49801 [ACK] Seq=3286 Ack=1555 Win=65536 Len=0,443,49801
3987,7.710494,172.253.116.94,192.168.178.54,TLSv1.3,668,"Application Data, Application Data",443,49823
3988,7.711018,172.253.116.94,192.168.178.54,TLSv1.3,85,Application Data,443,49823
3989,7.711047,192.168.178.54,172.253.116.94,TLSv1.3,85,Application Data,49823,443
3990,7.711097,192.168.178.54,192.168.178.1,TCP,54,"49825  >  53 [FIN, ACK] Seq=49 Ack=81 Win=131072 Len=0",49825,53
3991,7.711158,192.168.178.54,18.66.171.101,TLSv1.3,171,Application Data,49816,443
3992,7.713134,192.168.178.1,192.168.178.54,TCP,54,"53  >  49825 [FIN, ACK] Seq=81 Ack=50 Win=29216 Len=0",53,49825
3993,7.713164,192.168.178.54,34.149.211.227,TLSv1.2,457,Application Data,65446,443
3994,7.713211,192.168.178.54,34.149.211.227,TCP,1466,65446  >  443 [ACK] Seq=9040 Ack=396 Win=511 Len=1412 [TCP segment of a reassembled PDU],65446,443
3995,7.713211,192.168.178.54,34.149.211.227,TLSv1.2,1256,Application Data,65446,443
3996,7.71336,34.149.211.227,192.168.178.54,TCP,54,443  >  65451 [ACK] Seq=365 Ack=3543 Win=474 Len=0,443,65451
3997,7.713379,192.168.178.54,192.168.178.1,TCP,54,49825  >  53 [ACK] Seq=50 Ack=82 Win=131072 Len=0,49825,53
3998,7.714247,18.66.171.101,192.168.178.54,TCP,54,443  >  49816 [ACK] Seq=6611 Ack=1194 Win=68096 Len=0,443,49816
3999,7.714526,192.168.178.54,2.19.176.43,TLSv1.3,134,"Change Cipher Spec, Application Data",49824,443
4000,7.714672,192.168.178.54,2.19.176.43,TLSv1.3,190,"Application Data, Application Data, Application Data",49824,443
4001,7.715468,209.85.202.102,192.168.178.54,TCP,54,443  >  49807 [ACK] Seq=6437 Ack=1798 Win=68864 Len=0,443,49807
4002,7.715628,192.168.178.54,2.19.176.43,TLSv1.3,518,"Application Data, Application Data",49824,443
4003,7.716481,172.253.116.94,192.168.178.54,TCP,54,443  >  49823 [ACK] Seq=4941 Ack=1811 Win=70400 Len=0,443,49823
4004,7.716481,209.85.202.102,192.168.178.54,TLSv1.3,326,Application Data,443,49807
4005,7.716481,18.66.171.101,192.168.178.54,TCP,54,443  >  49816 [ACK] Seq=6611 Ack=1311 Win=68096 Len=0,443,49816
4006,7.716481,209.85.202.102,192.168.178.54,TLSv1.3,89,Application Data,443,49807
4007,7.716547,192.168.178.54,209.85.202.102,TCP,54,49807  >  443 [ACK] Seq=1798 Ack=6744 Win=131072 Len=0,49807,443
4008,7.716967,209.85.202.102,192.168.178.54,TLSv1.3,85,Application Data,443,49807
4009,7.716967,209.85.202.102,192.168.178.54,TLSv1.3,93,Application Data,443,49807
4010,7.71703,192.168.178.54,209.85.202.102,TCP,54,49807  >  443 [ACK] Seq=1798 Ack=6814 Win=131072 Len=0,49807,443
4011,7.71712,192.168.178.54,192.168.178.1,TCP,54,"49826  >  53 [FIN, ACK] Seq=49 Ack=1 Win=131328 Len=0",49826,53
4012,7.717157,192.168.178.54,216.239.32.36,TCP,66,49827  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49827,443
4013,7.717658,192.168.178.54,209.85.202.102,TLSv1.3,93,Application Data,49807,443
4014,7.718237,18.66.171.101,192.168.178.54,TLSv1.3,465,Application Data,443,49816
4015,7.718738,34.149.211.227,192.168.178.54,TCP,54,443  >  65446 [ACK] Seq=396 Ack=10452 Win=482 Len=0,443,65446
4016,7.718738,192.168.178.1,192.168.178.54,TCP,54,"53  >  49826 [FIN, ACK] Seq=1 Ack=50 Win=29216 Len=0",53,49826
4017,7.718738,209.85.202.104,192.168.178.54,TCP,54,443  >  49822 [ACK] Seq=4935 Ack=2246 Win=73472 Len=0,443,49822
4018,7.718865,192.168.178.54,192.168.178.1,TCP,54,49826  >  53 [ACK] Seq=50 Ack=2 Win=131328 Len=0,49826,53
4019,7.71969,2.19.176.43,192.168.178.54,TCP,54,443  >  49824 [ACK] Seq=3529 Ack=346 Win=64128 Len=0,443,49824
4020,7.71969,2.19.176.43,192.168.178.54,TCP,54,443  >  49824 [ACK] Seq=3529 Ack=482 Win=64128 Len=0,443,49824
4021,7.719981,2.19.176.43,192.168.178.54,TCP,54,443  >  49824 [ACK] Seq=3529 Ack=946 Win=64128 Len=0,443,49824
4022,7.720617,192.168.178.54,192.168.178.1,TCP,66,49828  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49828,53
4023,7.720757,192.168.178.54,192.168.178.1,TCP,66,49829  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49829,53
4024,7.721857,192.168.178.1,192.168.178.54,TCP,66,"53  >  49828 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49828
4025,7.721857,192.168.178.1,192.168.178.54,TCP,66,"53  >  49829 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49829
4026,7.722069,192.168.178.54,192.168.178.1,TCP,54,49828  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49828,53
4027,7.722088,192.168.178.54,192.168.178.1,TCP,54,49829  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49829,53
4028,7.722686,192.168.178.54,192.168.178.1,TCP,56,"49829  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49829,53
4029,7.722694,192.168.178.54,192.168.178.1,TCP,56,"49828  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49828,53
4030,7.722705,192.168.178.54,192.168.178.1,DNS,95,Standard query 0x2312 A stats.g.doubleclick.net,49828,53
4031,7.722711,192.168.178.54,192.168.178.1,DNS,95,Standard query 0x1cef HTTPS stats.g.doubleclick.net,49829,53
4032,7.723416,216.239.32.36,192.168.178.54,TCP,66,"443  >  49827 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256",443,49827
4033,7.723416,34.149.211.227,192.168.178.54,TCP,54,443  >  65446 [ACK] Seq=396 Ack=11654 Win=493 Len=0,443,65446
4034,7.723584,192.168.178.54,216.239.32.36,TCP,54,49827  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0,49827,443
4035,7.724269,104.18.130.236,192.168.178.54,TLSv1.3,211,Application Data,443,49768
4036,7.724269,192.168.178.1,192.168.178.54,TCP,54,53  >  49829 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49829
4037,7.724269,192.168.178.1,192.168.178.54,TCP,54,53  >  49828 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49828
4038,7.724269,192.168.178.1,192.168.178.54,TCP,54,53  >  49828 [ACK] Seq=1 Ack=44 Win=29216 Len=0,53,49828
4039,7.724269,192.168.178.1,192.168.178.54,TCP,54,53  >  49829 [ACK] Seq=1 Ack=44 Win=29216 Len=0,53,49829
4040,7.724269,2.19.176.43,192.168.178.54,TLSv1.3,341,Application Data,443,49824
4041,7.724269,34.149.211.227,192.168.178.54,TLSv1.2,449,Application Data,443,65451
4042,7.724269,104.18.130.236,192.168.178.54,TLSv1.3,248,Application Data,443,49801
4043,7.724976,192.168.178.54,216.239.32.36,TLSv1.3,602,Client Hello,49827,443
4044,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1445,Application Data,443,49801
4045,7.725214,2.19.176.43,192.168.178.54,TLSv1.3,341,Application Data,443,49824
4046,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4047,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1384,Application Data,443,49801
4048,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4049,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4050,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4051,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1262,Application Data,443,49801
4052,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4053,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4054,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4055,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4056,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4057,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4058,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4059,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4060,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,957,Application Data,443,49801
4061,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4062,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4063,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4064,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4065,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4066,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4067,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1506,"Application Data, Application Data",443,49801
4068,7.725214,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4069,7.725446,192.168.178.54,104.18.130.236,TCP,54,49801  >  443 [ACK] Seq=1555 Ack=37352 Win=131584 Len=0,49801,443
4070,7.725461,192.168.178.54,2.19.176.43,TCP,54,49824  >  443 [ACK] Seq=946 Ack=4103 Win=131328 Len=0,49824,443
4071,7.726013,104.18.130.236,192.168.178.54,TLSv1.3,1256,Application Data,443,49801
4072,7.726013,104.18.130.236,192.168.178.54,TLSv1.3,1445,Application Data,443,49801
4073,7.726013,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4074,7.726013,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4075,7.726013,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4076,7.726013,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4077,7.726013,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4078,7.726013,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4079,7.726013,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4080,7.726013,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4081,7.726013,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4082,7.726013,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4083,7.726013,104.18.130.236,192.168.178.54,TCP,1506,443  >  49801 [ACK] Seq=54465 Ack=1555 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49801
4084,7.726013,104.18.130.236,192.168.178.54,TCP,1506,443  >  49801 [ACK] Seq=55917 Ack=1555 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49801
4085,7.726013,104.18.130.236,192.168.178.54,TLSv1.3,791,Application Data,443,49801
4086,7.726013,104.18.130.236,192.168.178.54,TCP,1506,443  >  49801 [ACK] Seq=58106 Ack=1555 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49801
4087,7.726013,104.18.130.236,192.168.178.54,TCP,1506,443  >  49801 [ACK] Seq=59558 Ack=1555 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49801
4088,7.726013,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4089,7.726013,104.18.130.236,192.168.178.54,TCP,1506,443  >  49801 [ACK] Seq=62462 Ack=1555 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49801
4090,7.726013,104.18.130.236,192.168.178.54,TCP,1506,443  >  49801 [ACK] Seq=63914 Ack=1555 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49801
4091,7.726013,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4092,7.726013,104.18.130.236,192.168.178.54,TCP,1506,443  >  49801 [ACK] Seq=66818 Ack=1555 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49801
4093,7.726013,104.18.130.236,192.168.178.54,TLSv1.3,734,Application Data,443,49801
4094,7.726013,104.18.130.236,192.168.178.54,TCP,1506,443  >  49801 [ACK] Seq=68950 Ack=1555 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49801
4095,7.726013,104.18.130.236,192.168.178.54,TCP,1506,443  >  49801 [ACK] Seq=70402 Ack=1555 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49801
4096,7.726013,104.18.130.236,192.168.178.54,TLSv1.3,1506,Application Data,443,49801
4097,7.726013,104.18.130.236,192.168.178.54,TCP,1506,443  >  49801 [ACK] Seq=73306 Ack=1555 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49801
4098,7.726013,104.18.130.236,192.168.178.54,TCP,1506,443  >  49801 [ACK] Seq=74758 Ack=1555 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49801
4099,7.726013,104.18.130.236,192.168.178.54,TLSv1.3,1094,"Application Data, Application Data",443,49801
4100,7.726284,192.168.178.54,104.18.130.236,TCP,54,49801  >  443 [ACK] Seq=1555 Ack=77250 Win=131584 Len=0,49801,443
4101,7.726729,192.168.178.54,18.66.171.49,TCP,54,49817  >  443 [ACK] Seq=1246 Ack=6587 Win=131840 Len=0,49817,443
4102,7.728013,18.66.171.49,192.168.178.54,TCP,54,443  >  49817 [ACK] Seq=6587 Ack=1246 Win=68096 Len=0,443,49817
4103,7.728013,209.85.202.102,192.168.178.54,TCP,54,443  >  49807 [ACK] Seq=6814 Ack=1837 Win=68864 Len=0,443,49807
4104,7.728013,199.232.26.87,192.168.178.54,TLSv1.2,755,Application Data,443,49784
4105,7.728318,192.168.178.1,192.168.178.54,DNS,159,Standard query response 0x8968 HTTPS region1.google-analytics.com SOA ns1.google.com,53,49828
4106,7.728791,192.168.178.54,192.168.178.1,TCP,66,49830  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49830,53
4107,7.731874,2.19.176.43,192.168.178.54,TLSv1.3,115,Application Data,443,49824
4108,7.731874,2.19.176.43,192.168.178.54,TLSv1.3,85,Application Data,443,49824
4109,7.731874,192.168.178.1,192.168.178.54,TCP,66,"53  >  49830 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49830
4110,7.731874,216.239.32.36,192.168.178.54,TCP,54,443  >  49827 [ACK] Seq=1 Ack=549 Win=66816 Len=0,443,49827
4111,7.731874,216.239.32.36,192.168.178.54,TLSv1.3,1466,"Server Hello, Change Cipher Spec",443,49827
4112,7.731874,216.239.32.36,192.168.178.54,TCP,1466,443  >  49827 [ACK] Seq=1413 Ack=549 Win=66816 Len=1412 [TCP segment of a reassembled PDU],443,49827
4113,7.731874,216.239.32.36,192.168.178.54,TCP,1466,"443  >  49827 [PSH, ACK] Seq=2825 Ack=549 Win=66816 Len=1412 [TCP segment of a reassembled PDU]",443,49827
4114,7.731874,216.239.32.36,192.168.178.54,TLSv1.3,900,Application Data,443,49827
4115,7.731976,192.168.178.54,2.19.176.43,TCP,54,49824  >  443 [ACK] Seq=946 Ack=4195 Win=131328 Len=0,49824,443
4116,7.732211,192.168.178.54,192.168.178.1,TCP,54,49830  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49830,53
4117,7.732225,192.168.178.54,216.239.32.36,TCP,54,49827  >  443 [ACK] Seq=549 Ack=5083 Win=131072 Len=0,49827,443
4118,7.732286,192.168.178.54,2.19.176.43,TLSv1.3,85,Application Data,49824,443
4119,7.73279,192.168.178.54,192.168.178.1,TCP,56,"49830  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49830,53
4120,7.732809,192.168.178.54,192.168.178.1,DNS,95,Standard query 0x58ce A stats.g.doubleclick.net,49830,53
4121,7.732982,104.18.130.236,192.168.178.54,TLSv1.3,215,Application Data,443,49801
4122,7.733473,192.168.178.54,216.239.32.36,TLSv1.3,128,"Change Cipher Spec, Application Data",49827,443
4123,7.733549,34.149.211.227,192.168.178.54,TLSv1.2,449,Application Data,443,65446
4124,7.733723,192.168.178.54,216.239.32.36,TLSv1.3,146,Application Data,49827,443
4125,7.733849,192.168.178.54,216.239.32.36,TLSv1.3,1141,Application Data,49827,443
4126,7.73463,192.168.178.1,192.168.178.54,TCP,54,53  >  49830 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49830
4127,7.73463,192.168.178.1,192.168.178.54,TCP,54,53  >  49830 [ACK] Seq=1 Ack=44 Win=29216 Len=0,53,49830
4128,7.73463,192.168.178.1,192.168.178.54,DNS,161,Standard query response 0x58ce A stats.g.doubleclick.net A 209.85.202.157 A 209.85.202.154 A 209.85.202.155 A 209.85.202.156,53,49830
4129,7.734963,192.168.178.54,192.168.178.1,TCP,54,"49830  >  53 [FIN, ACK] Seq=44 Ack=108 Win=131072 Len=0",49830,53
4130,7.735011,192.168.178.54,192.168.178.1,TCP,54,"49828  >  53 [FIN, ACK] Seq=44 Ack=106 Win=131072 Len=0",49828,53
4131,7.736681,192.168.178.1,192.168.178.54,DNS,161,Standard query response 0x2312 A stats.g.doubleclick.net A 209.85.202.157 A 209.85.202.154 A 209.85.202.155 A 209.85.202.156,53,49828
4132,7.736681,2.19.176.43,192.168.178.54,TCP,54,443  >  49824 [ACK] Seq=4195 Ack=977 Win=64128 Len=0,443,49824
4133,7.736681,192.168.178.1,192.168.178.54,TCP,54,"53  >  49830 [FIN, ACK] Seq=108 Ack=45 Win=29216 Len=0",53,49830
4134,7.736827,192.168.178.54,192.168.178.1,TCP,54,"49828  >  53 [RST, ACK] Seq=45 Ack=213 Win=0 Len=0",49828,53
4135,7.736983,192.168.178.54,192.168.178.1,TCP,54,49830  >  53 [ACK] Seq=45 Ack=109 Win=131072 Len=0,49830,53
4136,7.738037,192.168.178.1,192.168.178.54,TCP,54,"53  >  49828 [FIN, ACK] Seq=213 Ack=45 Win=29216 Len=0",53,49828
4137,7.738062,192.168.178.54,192.168.178.1,TCP,54,49828  >  53 [RST] Seq=45 Win=0 Len=0,49828,53
4138,7.740434,216.239.32.36,192.168.178.54,TLSv1.3,1038,"Application Data, Application Data",443,49827
4139,7.740434,216.239.32.36,192.168.178.54,TLSv1.3,85,Application Data,443,49827
4140,7.740434,52.202.55.90,192.168.178.54,TCP,54,443  >  49809 [ACK] Seq=1 Ack=551 Win=28160 Len=0,443,49809
4141,7.740519,192.168.178.54,216.239.32.36,TCP,54,49827  >  443 [ACK] Seq=1802 Ack=6098 Win=130048 Len=0,49827,443
4142,7.740711,192.168.178.54,209.85.202.157,TCP,66,49831  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49831,443
4143,7.740722,192.168.178.54,192.168.178.1,TCP,54,"49829  >  53 [FIN, ACK] Seq=44 Ack=1 Win=131328 Len=0",49829,53
4144,7.740834,192.168.178.54,216.239.32.36,TLSv1.3,85,Application Data,49827,443
4145,7.741551,216.239.32.36,192.168.178.54,TLSv1.3,324,Application Data,443,49827
4146,7.741551,52.202.55.90,192.168.178.54,TLSv1.2,1506,Server Hello,443,49809
4147,7.741551,216.239.32.36,192.168.178.54,TLSv1.3,85,Application Data,443,49827
4148,7.741551,52.202.55.90,192.168.178.54,TCP,1506,443  >  49809 [ACK] Seq=1453 Ack=551 Win=28160 Len=1452 [TCP segment of a reassembled PDU],443,49809
4149,7.741551,216.239.32.36,192.168.178.54,TLSv1.3,93,Application Data,443,49827
4150,7.741551,52.202.55.90,192.168.178.54,TCP,1506,443  >  49809 [ACK] Seq=2905 Ack=551 Win=28160 Len=1452 [TCP segment of a reassembled PDU],443,49809
4151,7.741551,52.202.55.90,192.168.178.54,TLSv1.2,1150,"Certificate, Server Key Exchange, Server Hello Done",443,49809
4152,7.741661,192.168.178.54,216.239.32.36,TCP,54,49827  >  443 [ACK] Seq=1833 Ack=6438 Win=129792 Len=0,49827,443
4153,7.741674,192.168.178.54,52.202.55.90,TCP,54,49809  >  443 [ACK] Seq=551 Ack=5453 Win=132096 Len=0,49809,443
